query,intent
 내리자마다 달려가서 번호따야하는건가 뭐라고말해야하나 ..,1
어제 면접 봤고오늘 오전에 면접 지원할때의 번호로 연락줄거라고 하더라고요.,1
어제 다른 신병교육대대로 배치를 받았을텐데 주민번호없인 조회가 안되더라구요 ㅠㅠ,1
 비밀번호 취급 각서가 왔네요.,1
그리고 여자분들은 어떤 기준으로 번호 알려줄건가요 ?,1
난 번호 바꿔본적이 없네.. 글구보니,1
헤어진지 반년?정도됬는데얼마전에 모르는 번호로 전화가왔어요,1
번호바꾸는 남자는 무슨심리인가요?,1
번호도 많이 따이고 햇는대?지금은89...,1
비밀번호는 므슨지랄 세끼들,1
 이왕이면 지갑저번에 잃어버려서 통장 계좌번호는없구..,1
저 차단했는지 볼려고그사람 번호삭제하고 카톡에서삭제했는데만약 안했으면 친구추전으로 뜨나요..?,1
아주 짧은 만남이었고 이 사람은 아니다 라는 생각이 들어서바로 차단하고 번호도 지웠는데자꾸 생각나요..,1
발신번호표시제한이용해서 한번만 걸어봐도될까요?ㅠㅠ,1
없는번호라뜨면 기분이어떠신가요...,1
난 이제 그 사람 번호가 없거든요,1
 얘기좀하자며 전화했지만결국 할말없다며 내번호를 차단하더라,1
211611312는 문서번호다. 날짜가 아니란 말이다..,중립
불가능할것같은데 cctv에 번호판다찍히는데,1
자전거도 번호판 달아라등록재로,1
그냥 번호를 없애자,1
내 비밀번호 바꾸러가야겟네,1
아침부터 로또번호 불러주네...ㅋㅋ,1
조그만 수첩에 전화번호 빼곡히 적어 가지고 다니던 생각이 나는구나.,1
학원에서 어쩌다 보니 어느 여자 번호를 얻었어.,1
방어율 99.9라서 등번호 99로 지었냐,1
다른건 몰라도 주민등록번호 유출한건 처벌 해야한다,1
동영상 찍고 차량 번호 찍고 시간대 찍어서 회사측에 보내도록해 그리고 이런사람은 다른 회사 취직 못하게 블랙리스트 만들어서 운전 관련된일 자체를 못하게 만들어야됨 요즘 무개념땜에 황천길 가는 사건이 왜이케많아,1
스위치,3
어디,3
어디,3
어디서 본,3
장소,3
카메라를 어디다 드리대도 절경이더라구요,3
요 며칠 날씨가 너무 좋아 어디론가 가고 싶네요,3
그 때 누군가 여기 철쭉이 어디 있어라고 철쭉 사이로 지나면서 묻는다,3
삼년 후 이 장소에서 정오에 만나기로 하고 헤어졌어,3
그래서 난 어디서든 힘이 나,3
공사 잘못 했나봐 스위치 바꿔 달게,3
어머니는 지금 도대체 어디로간것일까 하고 내게 문자로 묻는다,3
한번쯤 교육상으로도 가족 나들이 데이트 장소로 좋을 듯하다,3
짜증나 지가 작가지 감독이야 어디서 캐스팅을 갖고 난리야 ,3
장소와 시간 보낼게요,3
제가 약속 장소로 모시러 가겠습니다,3
어디론가 떠나 키워드 싶어 소리 치 키워드 싶어,3
스튜어디스들의 인사가 너무 예쁘게 보이네,3
어디긴 카페지 당근 강준기랑 있지 ,3
지정한 장소에서 보게 하는것 만도 꿈의 일이 된거 같아요,3
내 장래희망은 스튜어디스란다,3
엄마가 어디에 있든 마음만은 효은이 옆에 있다는 거,3
지금 상황이 어디서 선물 받고 들어왔다면 좋은 소리 못들을 것 같아서요,3
종류도 맛도 어느 하나 빼 놓을것이 없던 장소랍니다,3
일을 한단 자식들이 기본이 없어 기본이 어디서 핸드폰을,3
하필 그때 남편은 잘 다니던 회사 때려치구 중국 어디 가서 친구랑 동업한다고 난리구,3
지용군을 아끼는 곳이면 어디든 출처를 밝히시면 이동 가능합니다,3
국제선 비행기를 타면 스튜어디스들이 정말 예뻐,3
언제 어디 서나들고다니면서 펼쳐 볼수 있다는 장점이 있다,3
워크숍 장소에 대한 설문을 진행 중입니다,3
학교에서도 어디서도 힘들면 주문 외워,3
이 과정 학생들이 실습 을 진행하는 장소 이기도 합니다,3
시간과 장소를 정해 주시면 언제든지 나가겠어요,3
월요일 일정은 회사 사람들하고 여덟시에 회식하기 장소는 소고기집이야,3
다만 어디든 밖으로 멀리 돌아다니기 겁 난다,3
장소는 학교 쪽으로 하겠습니다,3
언제 어디 서든 어떤 옷 에든 매치 가 잘 될수 있는 제품이예요,3
요즘은 어디든지 인테리어가 이쁘게 되어 있지요,3
모임 장소가 정해져야 연락을 하지,3
어디로 뛸지 알 수가 없어,3
그럼 어디서 그 능력은 코너링시 롤링 을 억제해 주는 능력 입니다,3
카누가 있는 공간이라면 어디든 좋아요,3
여긴 특별한 장소고 거기야말로 일상이잖아요,3
문자질하다가 스튜어디스한테 딱 걸렸어,3
그래도 넘 많이 나와서 식상한데 드라만 장소가 오십프론데 ,3
문화 생활하기에는 더없이 좋은 위치 입니다,3
저희 회사 위치는 사당 근처입니다,3
장소는 여러분들이 원하는 장소에서 업무 가능합니다,3
모임 장소가 예정으로 잡혔습니다,3
가깝게사 시는분들이라면 주말 나들이 장소로 딱인것 같았어요,3
그럼 약속 장소에 먼저 들어가 있을게,3
남자들은 그런 느끼한 멘트는 어디서 돈 주고 배우니 ,3
어디선가 불어오는 미풍에 복잡한 생각이 스르르 사라지구,3
할머니 어디 요양원이라도 보내 드려야겠어요,3
외과 수술실은 사층 복도 끝에 위치합니다,3
예전에 어머니가 전통 관련 일 하신다고 해서 혹시 이 근처 어디쯤 있을지도 모르겠다,3
나한테 비밀이라구 절대 어디 가서 말하지 말라구,3
어디로가야지 뭘 해야지를 정하기보다,3
네버풀사고 싶지만 딱히 어디서 살지 몰라서이 렇 게 지식인에 올려요,3
초면인데 어디서 뵌 것처럼 낯익으시네요,3
이번 달 모임도 셋째 주 수요일 같은 장소 같은 시간이야,3
외국 여행 다녀 보면 의외로 서양 사람들이 가족 단위로 어디 잘다니더라구요,3
만삭이었을 때 요거 입고 찍은 사진도 아마 어디 있을 꺼예요,3
어디서 핸드폰이 울리는 것 같은데,3
오늘 아동부 야외 예배 장소는 소요산 입니다,3
어디서 어떻게 홍보하는지까지도 가르쳐 주니까 쉬운거에요,3
어디선가 불어오는 미풍에 복잡한 생각이 스르르 사라지구,3
나 사십팔 킬로 때가 그리운 게 어디 몸무게 때문이냐,3
지난 명절에 이렇게 싸드렸더니 어디서 했냐구 문의가 난리두 아니었어,3
양쪽 눈의 위치나 크기가 대칭이 아니다,3
비행기에서 정말 예쁜 스튜어디스를 봤어,3
가게 위치는 명확히 설명 드리지 못하는 점 양해 바랍니다,3
당신의 남편이 어디 있는지 위치를 추적하고 있어요,3
당신의 남편이 어디 있는지 위치를 추적하고 있어요,3
하지만 어디를 기준으로하든지 그것은 중요하지 않다,3
뒷풀이 장소 도로 신촌호프다,3
저희 은행은 강남역 삼번 출구에 위치합니다,3
주차할 장소가 마땅치 않아 주위를 몇 바퀴나 돌았는데,3
고객님이 신청하신 위치 찾기 서비스가 등록되었습니다,3
비행기를 타면 스튜어디스가 있다,3
그리고 일요일 조용한 나들이 장소를 찾다가 길상사로 갔습니다,3
뒤풀이 장소는 학교 앞 감자탕집입니다,3
길 잘못 들어서 원래 위치 돌아왔어,3
이 상품은 마포구 망원동 에 위치해 있는 도시형 생활 주택 입니다,3
환송회 모임장소는 회사 앞 호프집입니다,3
장사할 때 제일 중요한 건 누가 뭐래도 위치야,3
어디서 배웠냐고 하면 혼자서 알았다고 하는 퐁퐁이예요,3
오늘 회식 장소는 사거리에 있는 횟집입니다,3
문래 공원과 문래역이 인근에 위치 해 생활하기 편한 아파트 단지인것 같습니다,3
늦잠자서 지금 약속장소로 가고 있는데 ,3
위치한 책을 꺼내 볼일은 드물텐데요,3
근데 역 위치가 조금 달라,3
그나마 어디론가 갈수 있는 황금 같은 시간이니까요,3
교회는 예배를하기 위한 장소이지 결혼식을 위한 장소는 아닙니다,3
마음은 너희들에게 달려간다만 내 위치가 그렇지 못하고나,3
맨하탄 인근 어디든 데려다 줄수 있는 곳이다,3
화장실은 뒤쪽 건물 이층에 위치해 있습니다,3
생신 파티 장소는 바로시라 베 강당이되었습니다,3
오늘 점심때 마사지샵 어디로 가니,3
가락시장 근처 전통 음식점 어디지,3
여름에 제일 비 많이 오는데가 어디야,3
강남구에 경찰서가 어디에 있냐,3
오늘 미팅 위치가 어디니,3
오늘 미팅 위치가 어디니,3
서울대학교 근처 노래방은 어디래,3
전국의 놀이공원 어디냐,3
고신의료원 근처 편의점은 어디니,3
다음주 중학교 동창모임 장소 알려줘,3
가족 외식 장소 어디니,3
가족 외식 장소 어디니,3
내일 학교 끝나고 어디가야 하니,3
내 위치에서 내일 일출이 언제인지 알려줘,3
심리학 개론 시험 범위가 어디서부터 어디까지야 ,3
가족여행 장소 제주도 맞니,3
상가 쪽으로 나왔는데 버스 정류장 어디 있어,3
다음 달 비가 연속으로 오는 지역은 어디니,3
오늘 저녁 술 약속 장소가 어디니,3
오늘 저녁 술 약속 장소가 어디니,3
명일동 근처 한식 전문점은 어디지,3
다음주 식사모임 어디에서 몇시니,3
내일 오전 남동생과의 약속 장소 알려줘,3
광앙리에서 연인들이 제일 많이 가는 레스토랑은 어디야,3
건대 부근 서점은 어디,3
오늘 황사가 가장 심한 지역이 어디야,3
부산 시내 지체구간 어디니,3
다음 주 토요일 영화보는거 위치가 어디야,3
다음 주 토요일 영화보는거 위치가 어디야,3
내일 친구랑 어디서 만나기로 했니,3
오늘 오후 세시로 가족식사 장소가 어디야,3
오늘 오후 세시로 가족식사 장소가 어디야,3
방배동 파출소는 어디니,3
이번 가족모임 어디서 하기로 했니,3
이번 달 동창회 어디서 해,3
모레 지호엄마 몇 시에 어디서 만나기로 했지,3
남자친구랑 여행가기로 나라가 어디니,3
내일 동기 모임은 몇 시까지 어디로 가야하니,3
내일 가족 모임 어디 인지 알려줄 수 있니,3
돌잔치 어디서 하는지 알려줘,3
오늘 저녁약속 장소 어디니,3
오늘 저녁약속 장소 어디니,3
서울에서 어디가 제일 시원해,3
작년 오늘 내가 갔던 장소를 알려줄래,3
다음주 수요일 영화보는 장소가 어디니,3
다음주 수요일 영화보는 장소가 어디니,3
이 메일 발신지가 어디야,3
부산에서 분위기 제일 좋은 호텔 바는 어디일까,3
집에 아이가 지금 어디에 있니,3
하나님께서 히스기야의 기도를 들으시고 몇일만에 병이 나아 어디로 올라가게 하신다고 했나요,3
양재동에 위치한 이마트는 어떻게 간데,3
이번 새해에는 해가 어디서 가장 먼저뜨니,3
모레 친구 어디서 만나기로 했는지 알려줘,3
내일 오후 두시에 갈 마사지샵 위치를 알려줘,3
부산 동래파전 집이 어디지,3
오후에 밥을 어디서 먹기로 했니,3
내일 윤진이와 약속장소가 어디지,3
내일 윤진이와 약속장소가 어디지,3
골프연습장이 어디가 괜찮지,3
다음주 중학교 동창모임 장소 알려줘,3
식사 약속 장소가 어디니,3
식사 약속 장소가 어디니,3
다섯시 반 회의 장소가 어디니,3
다섯시 반 회의 장소가 어디니,3
서울대 앞 우동 전문점은 어디지,3
살이 빠졌는데 어디 아픈데 있는 건 아니지 ,3
내일 점심식사 어디에서 하는지 확인해줘,3
오늘 오후에 엄마 생일파티 어디에서 하는지 아니,3
카드 잃어버렸는데 어디에 신고 해야 돼요,3
다음주 휴가에 어디에 가기로 했지,3
제 자리는 어디에요,3
내일 열시 스케쥴 어디로 등록되어 있니,3
내일 동창회 모임 장소가 어디니,3
내일 동창회 모임 장소가 어디니,3
내일 약속 장소 어디야,3
내일 약속 장소 어디야,3
너 지금 어디있는지 위치를 알려라,3
너 지금 어디있는지 위치를 알려라,3
내가 포도주 어디에다 놔 뒀지,3
풍랑주의보가 지금 어디에 발령되었는지 알려줘,3
학교에서 보건검사를 한다던데 어디로 가야하니 ,3
내일 어디에서 탁구 치기로 했니,3
금요일 저녁 친구를 어디서 만나기로 했는지 알려줘,3
포항에 정신과 어디 있는 줄 아냐,3
다음 주 조기축구회는 어디서 하지,3
홍대 근처 순두부 전문점은 어디일까,3
물과 성령으로 거듭나면 어디에 들어갈 수 있나요,3
오늘 가장 더운 지역이 어디인지 검색해줘,3
갈아타는 곳은 어디에요,3
골프연습장이 어디가 괜찮지,3
안방 가서 급탕 스위치 끄니,3
서울 근교 놀이공원은 어디냐,3
환기가 필요한 곳이 어디야,3
은옥이 안온다고 조금 아까 연락 왔는데 너는 어디쯤이야,3
서울 인사동 근처 바지락 칼국수집 어디니,3
내일 오후 약속 장소가 어디야,3
내일 오후 약속 장소가 어디야,3
오늘 저녁 약속 장소를 알려줘,3
제일 최근에 온 메일이 어디서 왔는지 확인해,3
다음달 계모임 장소 어디니,3
다음달 계모임 장소 어디니,3
나는 거의 도착했는데 너는 어디쯤이야 ,3
어디에 줄 서면 되죠,3
내일 선배랑 저녁 약속 장소가 어디였지,3
내일 선배랑 저녁 약속 장소가 어디였지,3
오늘 저녁 회식 장소랑 시간 알려줘,3
서울에서 라식수술을 잘하는 안과는 어디일까,3
골프장은 어디에요,3
오늘 오후 다섯시에 어디로 가야하니,3
서울 근교의 놀이공원 어디냐,3
구월에 있을 결혼식 장소가 어딘지 알려줘,3
이번주 성당 모임 장소를 알려줘,3
오늘 저녁 일곱시 약속은 어디야,3
내일 어디 가는지 알려주세요,3
어디서 몇시에 볼까,3
교육 사이트는 어디가 좋을까 ,3
내 생일 약속 장소 어디야,3
내 생일 약속 장소 어디야,3
이 이메일이 컴퓨터 외에 어디서 로그인 됐는지 알려줘,3
다음주 과제 제출 장소 어디니,3
다음주 과제 제출 장소 어디니,3
지난주 친구랑 어디서 만났었니,3
우리나라에서 제일 비 많이 오는데가 어디에요,3
다음주 월요일에 있을 가족 외식 시간과 장소 말해줘,3
